75,75,70,1
90,77,65,1
80,93,75,1
75,68,80,1
55,75,80,1
61,72,65,1
60,51,85,1
60,68,57,0
36,62,65,0
56,64,80,1
65,93,100,1
75,80,72,1
66,74,75,1
70,85,15,0
61,86,85,1
80,73,75,1
45,30,75,0
32,88,50,1
80,98,75,1
65,48,75,1
55,85,80,1
55,80,45,1
75,87,95,1
