Estado,Genero,edad,Anio,Distancia
0,0,37,2010,9.788628397940874
1,1,40,2015,7.143092038827603
0,1,38,2010,6.135217051724262
1,1,42,2018,6.135217051724262
1,0,42,2018,9.788628397940874
1,1,36,2010,6.135217051724262
1,1,39,2013,23.441588407368776
0,1,42,2016,6.135217051724262
1,1,39,2013,129.9490607937137
0,1,44,2017,6.135217051724262
0,1,37,2010,267.4708915197133
0,1,41,2015,6.135217051724262
0,1,36,2010,60.065243853233696
0,1,36,2010,13.117245477271249
0,1,37,2011,8.146193987967754
0,1,41,2010,7.143092038827603
0,1,35,2010,228.34444203625884
0,1,37,2010,7.143092038827603
0,1,38,2010,11.846837795576148
0,1,36,2010,7.143092038827603
0,1,39,2013,6.135217051724262
1,1,38,2010,6.135217051724262
0,1,35,2010,114.40683890707462
1,1,46,2013,6.135217051724262
1,1,36,2011,7.143092038827603
0,1,37,2011,7.143092038827603
1,1,41,2016,6.135217051724262
0,0,37,2013,6.135217051724262
0,0,37,2010,6.135217051724262
0,1,39,2010,6.135217051724262
0,1,45,2016,7.143092038827603
0,1,46,2016,19.949826800084686
0,0,41,2010,8.146193987967754
0,1,43,2017,8.146193987967754
0,1,34,2010,7.143092038827603
1,1,43,2016,27.693098165577144
0,0,44,2019,7.143092038827603
0,1,39,2010,17.63964863987413
0,1,40,2011,165.87651138462482
0,1,42,2016,6.135217051724262
0,1,39,2010,6.135217051724262
0,1,36,2010,6.135217051724262
1,1,51,2010,6.135217051724262
0,1,39,2010,7.143092038827603
0,1,34,2010,9.788628397940874
0,1,45,2015,6.135217051724262
0,1,39,2013,141.0768201770938
1,1,39,2013,6.135217051724262
0,1,35,2010,7.143092038827603
0,1,46,2010,7.143092038827603
0,1,36,2010,6.135217051724262
0,0,35,2010,6.135217051724262
1,1,34,2010,7.143092038827603
0,1,41,2013,13.117245477271249
0,1,38,2013,6.135217051724262
0,0,40,2013,6.135217051724262
0,0,36,2010,7.143092038827603
0,0,46,2019,6.135217051724262
1,0,43,2016,7.143092038827603
0,0,38,2010,7.143092038827603
0,1,44,2011,6.135217051724262
0,1,36,2010,6.135217051724262
0,1,39,2010,7.143092038827603
0,0,34,2010,15.047400157843684
0,1,36,2010,6.135217051724262
0,1,43,2015,6.135217051724262
0,1,49,2019,8.146193987967754
0,0,39,2013,6.135217051724262
1,1,35,2011,13.92857176184012
1,0,41,2010,6.135217051724262
1,0,35,2010,7.143092038827603
1,1,35,2010,6.135217051724262
0,1,41,2014,6.135217051724262
0,1,35,2010,15.047400157843684
1,0,41,2010,6.135217051724262
0,0,35,2012,6.135217051724262
0,1,43,2018,8.146193987967754
0,1,38,2012,108.590236018305
0,1,34,2010,6.135217051724262
0,1,34,2010,6.135217051724262
1,1,36,2010,19.949826800084686
0,1,39,2012,9.788628397940874
0,1,39,2014,101.9470206709004
0,0,41,2016,6.135217051724262
0,1,39,2016,7.143092038827603
0,1,41,2010,6.135217051724262
0,1,36,2010,22.290632580914078
0,1,36,2010,9.788628397940874
1,1,34,2010,6.135217051724262
1,1,35,2011,6.135217051724262
0,0,37,2012,8.146193987967754
1,1,41,2016,80.77838890979362
1,0,36,2010,7.143092038827603
0,1,39,2010,6.135217051724262
0,0,36,2011,6.135217051724262
1,1,33,2010,6.135217051724262
1,1,34,2010,6.135217051724262
0,1,38,2011,8.146193987967754
1,1,34,2010,6.135217051724262
1,0,35,2012,6.135217051724262
1,1,36,2010,8.146193987967754
0,1,38,2011,14.168253464651103
0,1,40,2010,6.135217051724262
1,1,34,2010,13.117245477271249
1,1,36,2011,6.135217051724262
1,1,33,2010,8.146193987967754
0,1,37,2013,6.135217051724262
0,1,37,2010,6.135217051724262
0,1,36,2011,6.135217051724262
0,0,35,2010,6.135217051724262
0,1,39,2013,8.146193987967754
0,0,35,2010,7.143092038827603
0,1,37,2012,6.135217051724262
0,1,38,2013,50.77251158144907
0,1,43,2016,7.143092038827603
0,1,36,2010,6.135217051724262
0,1,35,2010,15.047400157843684
0,0,41,2017,6.135217051724262
0,1,38,2011,7.143092038827603
0,1,35,2010,8.146193987967754
0,1,37,2014,141.756196141432
0,1,35,2010,9.638893365308649
0,1,35,2010,6.135217051724262
0,1,37,2010,7.143092038827603
0,1,35,2010,6.135217051724262
0,0,36,2011,8.146193987967754
0,0,40,2012,6.135217051724262
0,1,36,2012,6.135217051724262
0,1,36,2011,22.713369750506395
0,1,34,2010,19.11419704705975
0,1,34,2010,6.135217051724262
0,1,42,2010,6.135217051724262
1,1,36,2010,6.135217051724262
0,1,35,2010,254.45173234298525
1,1,37,2010,8.146193987967754
0,1,37,2012,8.146193987967754
0,1,34,2010,8.146193987967754
0,1,37,2010,14.168253464651103
0,1,51,2016,7.143092038827603
0,1,35,2011,6.135217051724262
0,1,34,2010,7.143092038827603
0,0,39,2014,6.135217051724262
1,1,35,2010,6.135217051724262
0,1,39,2010,9.788628397940874
0,1,37,2013,11.846837795576148
1,1,35,2010,8.146193987967754
0,1,35,2010,6.135217051724262
0,1,43,2018,6.135217051724262
0,1,38,2012,6.135217051724262
0,1,34,2010,6.135217051724262
0,1,41,2010,7.143092038827603
1,1,39,2016,6.135217051724262
1,1,34,2010,6.135217051724262
0,1,35,2010,6.135217051724262
0,1,43,2018,6.135217051724262
0,1,36,2013,6.135217051724262
1,1,32,2010,6.135217051724262
1,1,32,2010,6.135217051724262
0,0,37,2010,6.135217051724262
0,1,41,2018,6.135217051724262
1,1,37,2010,6.135217051724262
1,1,37,2014,6.135217051724262
0,1,36,2010,99.33545754230038
1,0,36,2014,7.143092038827603
0,1,37,2011,7.143092038827603
0,1,41,2018,40.5803887645008
1,1,33,2010,17.63964863987413
1,1,35,2010,6.135217051724262
1,1,34,2010,6.135217051724262
1,1,36,2010,6.135217051724262
0,1,42,2010,6.135217051724262
1,1,33,2010,6.135217051724262
1,1,34,2011,6.135217051724262
0,1,35,2010,30.221076341174985
0,0,37,2013,17.764187454353447
0,1,34,2010,6.135217051724262
0,1,35,2010,8.146193987967754
1,1,38,2016,15.807279470841578
0,1,36,2010,6.135217051724262
0,1,36,2011,6.135217051724262
0,1,38,2012,17.764187454353447
0,0,33,2010,33.68987351287841
0,1,43,2019,9.788628397940874
0,1,35,2010,8.146193987967754
0,1,41,2017,6.135217051724262
1,1,35,2012,7.143092038827603
0,1,40,2017,7.143092038827603
0,1,34,2010,8.146193987967754
0,0,36,2012,8.146193987967754
0,1,36,2013,115.51619332899773
0,1,41,2011,14.304701799171243
1,1,34,2010,8.146193987967754
0,1,38,2010,6.135217051724262
1,1,41,2016,8.146193987967754
0,1,40,2015,20.622910632437794
0,0,39,2016,6.135217051724262
0,0,39,2014,7.143092038827603
0,1,44,2011,7.143092038827603
0,1,37,2011,7.143092038827603
1,1,40,2016,8.146193987967754
0,1,43,2018,7.143092038827603
1,1,37,2013,13.117245477271249
0,0,34,2010,6.135217051724262
0,1,37,2011,6.135217051724262
0,1,35,2012,6.135217051724262
0,0,41,2018,7.143092038827603
0,0,39,2010,14.168253464651103
0,1,40,2010,6.135217051724262
1,1,43,2018,19.949826800084686
1,1,37,2010,7.143092038827603
0,1,34,2010,6.135217051724262
0,1,43,2010,26.195288259523256
0,1,43,2010,15.047400157843684
0,1,38,2013,6.135217051724262
1,1,36,2013,20.622910632437794
1,0,34,2010,7.143092038827603
0,1,39,2010,9.638893365308649
0,1,36,2013,8.146193987967754
1,1,36,2010,50.9139197095714
1,0,35,2010,6.135217051724262
1,1,34,2010,7.143092038827603
0,1,33,2010,7.143092038827603
0,1,39,2010,6.135217051724262
0,1,38,2013,6.135217051724262
0,1,39,2011,8.146193987967754
1,1,37,2013,6.135217051724262
1,1,43,2018,15.047400157843684
0,0,37,2010,9.788628397940874
1,0,33,2010,8.146193987967754
1,1,33,2010,8.146193987967754
0,1,34,2010,8.146193987967754
0,1,34,2010,8.146193987967754
0,1,34,2010,15.807279470841578
0,1,35,2010,6.135217051724262
0,1,34,2010,6.135217051724262
1,1,38,2012,11.846837795576148
0,1,36,2010,7.143092038827603
0,0,37,2011,6.135217051724262
0,0,47,2019,6.135217051724262
0,1,34,2010,6.135217051724262
0,1,39,2016,6.135217051724262
0,0,36,2010,6.135217051724262
1,1,33,2010,6.135217051724262
0,1,33,2010,15.807279470841578
1,1,38,2016,6.135217051724262
0,1,36,2010,9.788628397940874
1,1,39,2015,6.135217051724262
0,1,35,2010,6.135217051724262
0,1,34,2010,228.34444203625884
1,1,34,2010,8.146193987967754
0,1,32,2010,99.33545754230038
0,1,39,2017,6.135217051724262
1,1,32,2010,6.135217051724262
0,1,33,2010,13.117245477271249
0,1,34,2010,6.135217051724262
0,1,37,2012,6.135217051724262
1,1,44,2019,8.146193987967754
0,0,33,2010,6.135217051724262
0,1,35,2013,6.135217051724262
0,1,35,2013,6.135217051724262
1,1,33,2010,8.146193987967754
1,1,32,2010,7.143092038827603
1,1,40,2016,7.143092038827603
0,1,34,2012,9.788628397940874
0,0,32,2010,14.168253464651103
1,1,33,2010,6.135217051724262
1,1,35,2014,6.135217051724262
1,1,34,2010,7.143092038827603
1,1,32,2010,7.143092038827603
0,1,38,2016,7.143092038827603
0,1,38,2014,20.622910632437794
0,1,42,2016,37.644163628614834
1,1,37,2012,6.135217051724262
0,0,37,2010,8.146193987967754
0,0,40,2015,7.143092038827603
0,1,33,2010,7.143092038827603
1,1,34,2011,15.807279470841578
0,1,31,2010,6.135217051724262
0,1,34,2010,8.146193987967754
1,1,33,2010,7.143092038827603
1,1,33,2010,15.047400157843684
0,1,31,2010,7.143092038827603
0,1,35,2014,58.67141010746459
0,1,34,2011,6.135217051724262
0,1,34,2010,7.143092038827603
0,1,36,2014,6.135217051724262
1,1,37,2013,17.63964863987413
0,0,40,2018,13.117245477271249
0,0,32,2010,6.135217051724262
1,1,33,2011,6.135217051724262
0,0,37,2014,80.07103629060863
0,1,35,2010,8.146193987967754
1,1,32,2010,6.135217051724262
0,1,40,2010,6.135217051724262
0,1,32,2010,6.135217051724262
1,0,39,2018,7.143092038827603
0,1,33,2010,99.33545754230038
0,0,32,2010,6.135217051724262
1,1,35,2010,6.135217051724262
0,1,33,2010,6.135217051724262
1,1,37,2014,7.143092038827603
0,1,36,2013,8.146193987967754
1,1,33,2010,6.135217051724262
1,1,32,2010,6.135217051724262
1,1,32,2010,17.63964863987413
0,1,35,2010,88.99649415080889
0,1,34,2010,30.221076341174985
1,1,40,2018,14.168253464651103
1,1,34,2011,6.135217051724262
1,1,34,2011,7.143092038827603
0,1,36,2010,6.135217051724262
0,1,41,2018,6.135217051724262
0,1,36,2012,6.135217051724262
0,0,37,2010,6.135217051724262
0,1,35,2010,14.522395904750589
0,1,36,2010,6.135217051724262
1,1,32,2010,7.143092038827603
1,1,38,2015,17.764187454353447
0,1,41,2016,7.143092038827603
0,1,41,2012,7.143092038827603
0,0,37,2013,6.135217051724262
0,1,43,2011,6.135217051724262
0,0,43,2010,6.135217051724262
1,1,32,2010,6.135217051724262
1,1,43,2019,6.135217051724262
0,1,40,2010,6.135217051724262
1,1,34,2010,6.135217051724262
0,1,43,2016,6.135217051724262
1,1,36,2013,6.135217051724262
1,1,35,2010,6.135217051724262
0,1,36,2010,6.135217051724262
0,1,35,2011,6.135217051724262
0,0,35,2012,40.5803887645008
1,0,37,2014,53.46562338550926
0,1,38,2012,6.135217051724262
0,1,33,2010,14.168253464651103
0,0,34,2011,138.78322644060324
0,1,39,2012,6.135217051724262
1,1,34,2011,15.047400157843684
0,1,38,2010,8.146193987967754
0,0,32,2010,6.135217051724262
0,0,34,2010,6.135217051724262
0,1,34,2011,99.33545754230038
0,1,35,2010,15.047400157843684
0,0,48,2010,7.143092038827603
0,1,37,2012,8.146193987967754
0,1,34,2010,6.135217051724262
0,1,33,2010,6.135217051724262
0,1,32,2010,7.143092038827603
0,0,42,2014,6.135217051724262
1,1,33,2010,6.135217051724262
0,1,38,2015,6.135217051724262
0,0,34,2010,8.146193987967754
1,1,48,2015,8.146193987967754
0,1,34,2011,177.13583763840472
0,1,39,2016,107.49455595891506
0,0,40,2017,7.143092038827603
0,1,38,2014,8.146193987967754
0,1,32,2010,6.135217051724262
1,1,32,2010,8.146193987967754
1,1,34,2010,8.146193987967754
0,1,33,2010,6.135217051724262
0,0,34,2010,7.143092038827603
1,1,34,2011,108.590236018305
1,1,33,2010,108.590236018305
0,1,32,2011,138.78322644060324
0,0,32,2010,6.135217051724262
0,0,36,2011,7.143092038827603
1,1,41,2018,7.143092038827603
0,1,30,2010,6.135217051724262
1,0,35,2013,8.146193987967754
0,1,34,2010,6.135217051724262
1,1,35,2012,9.788628397940874
0,1,30,2010,99.33545754230038
0,1,31,2010,117.51906286763669
1,1,40,2016,14.522395904750589
0,1,31,2010,8.146193987967754
1,1,32,2010,6.135217051724262
0,1,38,2014,6.135217051724262
1,0,34,2012,6.135217051724262
0,1,37,2015,6.135217051724262
0,1,33,2010,6.135217051724262
0,1,36,2014,14.168253464651103
0,1,31,2010,6.135217051724262
1,1,37,2015,7.143092038827603
1,1,31,2010,7.143092038827603
1,1,36,2010,14.304701799171243
0,1,30,2010,7.143092038827603
1,1,36,2014,6.135217051724262
0,1,31,2010,8.146193987967754
1,1,30,2010,6.135217051724262
0,1,31,2010,6.135217051724262
0,1,35,2010,9.788628397940874
0,1,31,2010,7.143092038827603
0,1,33,2010,26.195288259523256
1,1,31,2010,8.146193987967754
0,1,39,2012,13.117245477271249
0,1,32,2010,30.221076341174985
1,1,31,2010,8.146193987967754
1,1,32,2010,6.135217051724262
1,1,32,2011,9.788628397940874
0,0,32,2010,7.143092038827603
0,1,32,2010,13.117245477271249
0,1,33,2010,6.135217051724262
0,0,35,2013,6.135217051724262
0,1,31,2010,6.135217051724262
1,1,34,2013,7.143092038827603
1,1,32,2010,17.764187454353447
0,1,31,2010,8.146193987967754
1,1,31,2010,6.135217051724262
1,1,39,2018,9.788628397940874
0,0,31,2010,7.143092038827603
0,1,33,2011,9.788628397940874
1,1,35,2011,8.146193987967754
0,1,33,2010,6.135217051724262
0,1,36,2014,6.135217051724262
0,1,44,2010,6.135217051724262
1,1,32,2010,20.622910632437794
1,1,31,2010,6.135217051724262
0,1,41,2010,7.143092038827603
0,1,33,2010,7.143092038827603
0,1,31,2010,13.117245477271249
0,1,32,2010,6.135217051724262
1,1,38,2015,6.135217051724262
0,1,45,2011,6.135217051724262
0,1,34,2013,9.788628397940874
1,1,30,2010,17.63964863987413
0,1,33,2010,6.135217051724262
0,1,40,2018,9.638893365308649
1,1,33,2010,7.143092038827603
0,1,32,2010,7.143092038827603
0,0,34,2010,6.135217051724262
1,1,39,2017,9.788628397940874
0,1,41,2017,8.146193987967754
1,1,35,2013,9.788628397940874
1,1,32,2010,8.146193987967754
0,1,33,2011,7.143092038827603
0,1,35,2010,108.590236018305
1,1,39,2014,6.135217051724262
0,1,35,2012,9.788628397940874
0,0,41,2013,7.143092038827603
0,1,34,2011,13.117245477271249
0,0,37,2014,13.117245477271249
0,1,33,2011,19.949826800084686
0,0,35,2010,6.135217051724262
0,0,37,2010,6.135217051724262
0,1,33,2010,8.146193987967754
1,1,37,2015,7.143092038827603
1,1,31,2010,11.846837795576148
0,1,42,2017,89.81146058747775
0,0,35,2012,99.33545754230038
0,1,33,2010,9.788628397940874
1,1,31,2010,8.146193987967754
1,1,33,2010,6.135217051724262
0,1,32,2010,50.77251158144907
1,1,31,2010,6.135217051724262
0,1,41,2017,6.135217051724262
0,1,33,2011,14.168253464651103
0,1,34,2010,6.135217051724262
0,1,32,2010,6.135217051724262
0,0,41,2019,56.388846002899726
0,1,37,2015,7.143092038827603
0,1,32,2010,6.135217051724262
0,1,33,2010,13.117245477271249
1,1,35,2013,6.135217051724262
0,1,30,2010,9.788628397940874
0,1,32,2010,8.146193987967754
0,1,32,2010,94.25955895513094
0,1,34,2010,269.7739244046257
1,0,37,2016,6.135217051724262
1,1,42,2018,6.135217051724262
0,1,38,2017,6.135217051724262
1,1,35,2014,6.135217051724262
1,1,39,2010,7.143092038827603
1,1,33,2010,6.135217051724262
0,1,33,2010,7.143092038827603
0,1,32,2010,15.807279470841578
0,0,32,2010,6.135217051724262
0,1,41,2010,6.135217051724262
0,1,40,2019,6.135217051724262
0,1,32,2010,6.135217051724262
0,1,38,2014,6.135217051724262
0,1,42,2019,6.135217051724262
0,0,37,2016,8.146193987967754
0,1,34,2013,6.135217051724262
0,1,31,2010,7.143092038827603
0,1,31,2010,7.143092038827603
0,1,33,2010,7.143092038827603
1,1,38,2016,8.146193987967754
1,1,39,2010,6.135217051724262
0,0,41,2010,7.143092038827603
0,1,32,2010,6.135217051724262
0,0,41,2010,9.788628397940874
0,1,34,2010,8.146193987967754
0,0,32,2011,44.6679043560742
0,1,39,2012,6.135217051724262
1,1,33,2010,7.143092038827603
0,1,41,2019,30.221076341174985
0,1,32,2010,6.135217051724262
0,1,34,2010,7.143092038827603
0,1,33,2010,6.135217051724262
0,1,32,2010,14.168253464651103
1,0,29,2010,6.135217051724262
1,1,32,2010,6.135217051724262
1,1,30,2010,6.135217051724262
1,1,30,2010,7.143092038827603
0,1,36,2015,8.146193987967754
1,1,30,2010,6.135217051724262
1,1,30,2010,8.146193987967754
0,1,34,2013,14.168253464651103
0,1,30,2010,8.146193987967754
0,1,31,2010,6.135217051724262
1,0,29,2010,6.135217051724262
0,1,34,2014,7.143092038827603
0,1,35,2014,6.135217051724262
0,1,32,2010,6.135217051724262
1,1,31,2010,6.135217051724262
1,1,32,2010,7.143092038827603
1,1,32,2010,6.135217051724262
0,0,31,2010,6.135217051724262
1,1,31,2011,6.135217051724262
0,1,31,2010,8.146193987967754
0,1,36,2010,20.437470157034927
0,1,33,2012,9.788628397940874
1,1,29,2010,6.135217051724262
0,1,36,2016,6.135217051724262
0,0,37,2010,6.135217051724262
0,1,36,2010,17.764187454353447
0,1,32,2011,6.135217051724262
1,1,30,2010,9.788628397940874
0,1,29,2010,8.146193987967754
0,1,36,2010,44.11701957029038
1,1,31,2010,44.11701957029038
1,1,31,2010,15.807279470841578
0,1,33,2010,7.143092038827603
0,1,31,2010,8.146193987967754
0,1,31,2010,8.146193987967754
0,1,36,2010,23.441588407368776
0,1,32,2010,60.43515295917308
0,1,34,2012,6.135217051724262
0,1,41,2010,6.135217051724262
0,0,32,2010,7.143092038827603
0,1,29,2010,6.135217051724262
0,1,31,2010,8.146193987967754
0,1,32,2011,6.135217051724262
0,1,38,2010,30.221076341174985
0,1,33,2011,11.846837795576148
0,1,32,2012,7.143092038827603
1,1,30,2011,9.638893365308649
1,1,37,2016,15.807279470841578
1,1,34,2013,7.143092038827603
0,0,31,2010,6.135217051724262
0,1,39,2017,6.135217051724262
0,0,31,2011,7.143092038827603
1,1,30,2010,7.143092038827603
0,1,38,2016,141.756196141432
0,1,32,2010,15.807279470841578
1,1,31,2010,7.143092038827603
0,0,32,2010,8.146193987967754
1,1,30,2010,6.135217051724262
1,1,31,2010,7.143092038827603
0,1,35,2010,6.135217051724262
0,1,32,2011,7.143092038827603
0,1,31,2010,9.788628397940874
0,1,30,2010,6.135217051724262
0,0,34,2011,6.135217051724262
1,1,36,2016,6.135217051724262
0,1,39,2018,7.143092038827603
0,1,33,2010,8.146193987967754
0,1,33,2010,6.135217051724262
1,0,31,2011,8.146193987967754
0,0,32,2010,6.135217051724262
0,0,30,2010,7.143092038827603
0,1,34,2010,6.135217051724262
0,1,30,2010,6.135217051724262
0,0,40,2018,7.143092038827603
1,1,31,2010,6.135217051724262
0,1,30,2010,15.047400157843684
1,0,31,2010,14.168253464651103
0,1,39,2010,19.949826800084686
1,1,39,2010,14.168253464651103
0,1,33,2012,6.135217051724262
0,1,31,2010,6.135217051724262
0,1,35,2014,6.135217051724262
1,1,29,2010,15.047400157843684
0,0,32,2011,8.146193987967754
0,1,31,2010,7.143092038827603
0,1,32,2010,8.146193987967754
0,1,35,2010,9.788628397940874
0,1,33,2010,13.117245477271249
0,1,31,2010,9.788628397940874
0,1,37,2015,88.99649415080889
0,1,30,2010,15.807279470841578
0,0,31,2010,7.143092038827603
0,1,33,2010,30.221076341174985
0,1,35,2015,88.99649415080889
0,1,31,2010,7.143092038827603
0,1,31,2010,6.135217051724262
0,1,31,2010,8.146193987967754
1,0,31,2010,8.146193987967754
1,1,32,2010,6.135217051724262
1,1,40,2014,7.143092038827603
